,,liang:UpperBody1,,,liang:UpperBody2,,,liang:UpperBody3,,,liang:UpperBody4,,,liang:UpperBody5,,,liang:UpperBody6,,,liang:UpperBody7,,,liang:UpperArmLeft1,,,liang:UpperArmLeft2,,,liang:UpperArmLeft3,,,liang:UpperArmRight1,,,liang:UpperArmRight2,,,liang:UpperArmRight3,,,liang:LowerArmRight2,,,liang:LowerArmRight3,,,liang:LowerArmLeft2,,,liang:LowerArmLeft3,,,liang:Head1,,,liang:Head2,,,liang:ThighLeft2,,,liang:ThighLeft3,,,liang:ThighLeft4,,,liang:ThighRight2,,,liang:ThighRight3,,,liang:ThighRight4,,,liang:LowerLegRight3,,,liang:LowerLegRight4,,,liang:LowerLegLeft3,,,liang:LowerLegLeft4,,,liang:FeetLeft2,,,liang:FeetLeft3,,,liang:FeetRight2,,,liang:FeetRight3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
923,0,-269.33,-81.02,1289.26,-64.3798,-45.2478,1310.27,-141.258,-81.5602,1238.83,-197.873,166.766,1209.57,-135.934,-66.3476,1102.49,-363.953,136.225,877.861,-7.66227,203.6,883.376,-333.062,14.6918,1392.64,-454.765,-90.0482,1408.2,-509.942,-224.61,1494.06,-44.4585,67.2569,1401.5,93.2065,15.5029,1478,187.781,-71.9685,1555.16,193.223,-134.615,1656.15,213.846,-249.075,1757.79,-485.868,-254.114,1606.92,-436.688,-337.843,1717.32,-71.3527,-146.509,1559.68,-177.3,-173.653,1554.78,-396.433,28.7436,669.663,-387.761,-145.008,419.746,-292.52,-187.598,426.809,66.3221,103.124,648.324,103.14,-82.8999,424.2,15.943,-141.867,421.972,69.249,42.1632,295.529,-16.0672,150.462,63.7804,-385.646,-38.0472,258.903,-343.048,99.6943,67.0699,-392.457,-1.42893,19.3864,-269.893,162.35,25.443,81.0255,51.982,19.2978,-79.8905,188.194,26.2939
924,0,-269.301,-80.5477,1292.73,-64.5047,-44.857,1313.56,-141.256,-81.2076,1242.32,-197.685,167.194,1212.82,-135.918,-66.1371,1105.89,-363.781,136.188,880.862,-7.69365,203.346,886.303,-333.094,15.4995,1396.07,-454.766,-89.2015,1411.68,-509.799,-223.805,1497.76,-44.8949,68.0556,1404.78,93.0185,16.0203,1481.23,187.761,-71.5454,1558.47,193.112,-134,1659.21,213.942,-248.226,1761.39,-485.017,-251.735,1610.17,-436.855,-336.691,1721.27,-71.413,-145.564,1563.06,-177.458,-172.751,1558.3,-396.307,29.3123,671.69,-387.613,-143.171,420.928,-292.456,-185.431,427.966,66.0925,103.451,650.662,102.919,-81.3972,425.356,15.2849,-139.982,423.265,68.6612,43.2177,295.963,-15.9709,150.622,63.803,-385.592,-36.8453,259.673,-343.282,99.9524,67.0744,-392.485,-1.30627,19.3871,-270.08,162.506,25.3283,81.1005,52.0875,19.2577,-79.724,188.306,26.1457
925,0,-269.455,-79.9489,1296.11,-64.699,-44.4636,1317.09,-141.437,-80.88,1245.92,-197.749,167.372,1215.84,-135.74,-66.0091,1109.37,-363.743,135.964,883.892,-7.5778,203.077,889.384,-333.054,16.2049,1399.32,-454.918,-88.5768,1415.14,-509.888,-222.749,1501.29,-44.6511,68.4022,1407.99,93.1034,16.6006,1484.49,187.858,-70.9399,1561.81,193.208,-133.4,1662.72,213.919,-247.384,1765.08,-485.993,-252.158,1614.12,-437.026,-335.803,1724.87,-71.5489,-144.829,1566.65,-177.397,-171.804,1561.79,-396.155,29.8394,673.887,-387.489,-141.488,422.156,-292.483,-183.681,429.141,66.0547,103.901,653.019,102.115,-79.4827,426.55,14.8441,-138.539,424.548,68.4011,44.837,296.773,-15.8554,150.817,63.7746,-385.679,-35.3394,260.367,-343.476,100.255,67.1507,-392.586,-1.23302,19.3481,-270.375,162.518,24.9653,81.1505,52.0934,19.2421,-79.5712,188.336,25.9441
926,0,-269.691,-79.5576,1299.57,-64.8583,-44.0318,1320.59,-141.96,-80.5187,1249.17,-197.677,167.633,1218.97,-135.773,-65.8454,1112.8,-363.625,135.875,886.8,-7.40796,202.867,892.43,-333.319,16.7811,1402.5,-455.071,-87.7345,1418.72,-510.03,-222.049,1505.05,-44.9031,68.9194,1411.44,92.9765,17.1358,1487.83,187.606,-70.5139,1565.18,192.938,-132.939,1666.15,213.071,-247.011,1768.68,-486.114,-251.342,1617.84,-435.94,-335.923,1727.8,-71.5769,-143.973,1570.27,-177.537,-171.091,1565.45,-396.256,30.0792,676.182,-387.466,-139.177,423.085,-292.449,-181.636,430.116,65.8668,104.297,655.195,101.523,-77.6698,427.954,14.3733,-136.309,425.609,68.1007,46.0874,297.429,-15.7395,151.013,63.6884,-385.641,-33.8792,261.329,-343.564,100.496,67.047,-392.599,-1.12887,19.383,-270.466,162.689,24.9001,81.223,52.1744,19.2101,-79.4387,188.493,25.7644
927,0,-269.732,-79.055,1303.21,-64.8619,-43.5191,1323.93,-141.683,-80.1839,1252.79,-197.626,168,1222.05,-136.051,-65.656,1116.21,-363.598,135.713,889.814,-7.19816,202.602,895.314,-333.299,17.3389,1406.08,-455.224,-86.8504,1422.33,-510.079,-220.965,1508.53,-44.6205,69.3542,1414.63,93.1004,17.7398,1491.21,187.559,-69.8861,1568.6,192.771,-132.047,1669.57,212.866,-245.967,1772.13,-484.922,-248.836,1621.17,-436.171,-335.221,1731.34,-71.7148,-143.173,1573.74,-177.599,-170.126,1569.19,-396.393,30.5538,678.42,-387.518,-137.679,424.488,-292.584,-179.803,431.16,65.6323,104.56,657.622,100.554,-75.7305,428.844,13.9168,-134.239,426.516,67.5184,47.4831,297.979,-15.6246,151.443,63.5628,-385.511,-32.6135,262.038,-343.816,100.796,66.837,-392.718,-1.07506,19.3195,-270.656,162.875,24.8518,81.2896,52.2762,19.214,-79.3189,188.683,25.6288
928,0,-269.861,-78.5355,1306.57,-64.7975,-43.0246,1327.34,-142.006,-79.8378,1256.24,-197.49,168.307,1224.99,-136.043,-65.48,1119.71,-363.667,135.307,893.069,-7.09678,202.365,898.248,-333.276,18.2272,1409.42,-455.227,-86.1976,1425.79,-510.266,-220.313,1512.39,-44.6087,70.1166,1417.77,92.9727,18.2485,1494.38,187.489,-69.1972,1571.8,192.79,-131.541,1673.1,212.754,-245.13,1775.65,-485.187,-248.099,1624.88,-437.54,-332.961,1735.91,-71.5641,-142.28,1577.21,-177.856,-169.49,1572.81,-396.205,31.2403,680.321,-386.938,-135.495,425.822,-292.374,-177.853,432.298,65.3228,105.034,659.772,100.233,-73.9743,430.073,13.3222,-132.472,427.996,67.3477,49.0912,298.822,-15.5828,151.776,63.4362,-385.595,-31.4904,262.715,-344.06,101.147,66.7109,-392.796,-0.926301,19.3164,-270.788,163.151,24.807,81.3619,52.354,19.1997,-79.2025,188.855,25.6092
929,0,-269.906,-78.1142,1310.06,-64.8324,-42.6759,1330.63,-142.37,-79.5952,1259.63,-197.544,168.605,1228.06,-135.991,-65.2884,1123.14,-363.733,135.103,896.107,-7.17869,201.936,901.277,-333.597,19.0302,1412.49,-455.319,-85.5335,1429.25,-510.355,-219.151,1515.78,-44.531,70.765,1421.16,93.0419,18.764,1497.71,187.467,-68.6316,1575.25,192.726,-130.674,1676.53,213.115,-244.381,1779.21,-485.46,-247.29,1628.43,-437.481,-332.132,1739.63,-71.5659,-141.613,1580.89,-177.861,-168.428,1576.19,-396.366,31.5479,682.615,-386.846,-133.549,426.86,-292.738,-175.835,433.594,64.8939,105.853,661.939,99.1387,-72.2457,431.259,12.87,-130.321,428.834,66.6889,50.6021,299.529,-15.5732,152.035,63.3236,-385.624,-29.992,263.247,-344.505,101.409,66.6303,-392.867,-0.85825,19.3405,-270.933,163.359,24.6458,81.3653,52.4293,19.1896,-79.0982,189.044,25.5145
930,0,-270.052,-77.7481,1313.44,-64.9393,-42.1627,1334.13,-142.8,-79.1747,1263.13,-197.662,168.991,1231.24,-136.189,-65.14,1126.6,-363.499,135.049,899.051,-7.27824,201.636,904.179,-333.594,19.5085,1416.08,-455.398,-84.781,1432.82,-510.447,-218.467,1519.66,-44.7435,71.2483,1424.45,93.0531,19.4221,1500.83,187.269,-67.9883,1578.66,192.81,-129.821,1680.02,213.355,-243.407,1782.78,-486.631,-247.754,1632.44,-436.656,-332.173,1742.36,-71.9493,-140.8,1584.27,-177.724,-167.548,1579.69,-396.314,31.7949,684.83,-386.604,-131.625,428.14,-292.475,-173.821,434.754,64.6899,106.338,664.458,98.986,-70.1593,432.642,12.2807,-128.218,429.993,66.2437,51.8028,300.15,-15.609,152.173,63.2095,-385.56,-28.6425,263.933,-344.556,101.683,66.5726,-392.936,-0.794016,19.3363,-271.198,163.544,24.5912,81.4615,52.5017,19.1916,-79.1183,189.157,25.4757
931,0,-270.237,-77.1798,1316.77,-65.0123,-41.7615,1337.43,-142.04,-78.6488,1266.48,-197.491,169.539,1234.33,-136.41,-64.9572,1130.01,-363.652,134.794,902.121,-7.2574,201.419,907.137,-333.615,19.9214,1419.14,-455.543,-84.1674,1436.19,-510.783,-217.442,1522.98,-44.5883,71.6533,1427.48,92.9742,19.9561,1504.28,187.19,-67.3002,1582.01,192.734,-128.974,1683.41,214.884,-241.466,1786.9,-486.734,-246.349,1635.95,-436.804,-331.218,1746.21,-72.2745,-139.945,1587.84,-178.154,-166.861,1583.38,-396.451,32.0954,687.093,-386.454,-129.347,429.11,-292.652,-171.787,435.8,64.5805,106.805,666.738,98.0791,-68.3053,433.907,11.7046,-126.219,431.23,65.9528,53.4439,300.948,-15.4869,152.452,63.1972,-385.602,-27.4826,264.895,-344.644,101.99,66.6394,-392.999,-0.714409,19.3668,-271.287,163.721,24.5322,81.5357,52.5944,19.1619,-79.048,189.312,25.4272
932,0,-270.212,-76.5486,1320.17,-65.1295,-41.28,1340.89,-142.201,-78.2314,1270,-197.466,169.761,1237.19,-136.32,-64.8307,1133.49,-363.66,134.608,905.052,-7.30081,201.321,910.074,-333.678,20.6417,1422.32,-455.691,-83.4463,1439.43,-510.779,-216.786,1526.83,-44.4497,72.3341,1430.82,93.2327,20.6341,1507.48,187.318,-66.7672,1585.35,192.898,-128.134,1686.67,215.015,-240.393,1791.01,-486.709,-245.371,1639.55,-437.558,-330.092,1749.95,-72.0215,-138.842,1591.34,-178.27,-165.896,1586.8,-396.294,32.5021,689.102,-386.189,-127.86,430.762,-292.466,-169.939,436.911,64.3134,107.022,668.817,97.3703,-66.4829,434.935,11.3264,-124.252,432.229,65.2588,54.7218,301.637,-15.3924,152.656,63.0976,-385.511,-25.932,265.573,-344.72,102.145,66.5584,-393.028,-0.679005,19.4256,-271.363,163.84,24.4841,81.5711,52.7001,19.172,-78.9068,189.535,25.3306
933,0,-270.086,-76.1156,1323.57,-65.2469,-40.9928,1344.27,-142.302,-77.8481,1273.24,-197.458,170.076,1240.24,-136.701,-64.534,1136.85,-363.578,134.293,907.906,-7.26571,201.084,912.974,-333.658,21.3806,1425.67,-455.724,-82.7798,1442.85,-510.995,-215.93,1530.14,-44.5838,72.9426,1433.82,93.1451,21.1033,1510.45,187.427,-65.9151,1588.53,192.873,-127.504,1690.1,213.392,-240.25,1793.31,-487.063,-244.687,1643.1,-437.634,-329.065,1753.59,-72.4358,-138.425,1594.74,-178.408,-165.141,1590.27,-396.413,32.815,691.405,-385.933,-125.807,431.795,-292.419,-167.613,438.105,64.127,107.498,671.128,96.3703,-64.6767,436.186,10.7088,-122.191,433.541,64.7097,56.1574,302.26,-15.3525,152.906,62.9351,-385.552,-24.5522,266.387,-344.832,102.351,66.4976,-393.073,-0.626903,19.4483,-271.641,164.018,24.2993,81.6144,52.7596,19.1656,-78.7138,189.787,25.2242
934,0,-270.156,-75.5843,1326.87,-65.4252,-40.5152,1347.64,-142.541,-77.5702,1276.66,-197.387,170.454,1243.32,-136.497,-64.4062,1140.24,-363.545,133.902,910.901,-7.13928,200.868,915.783,-333.771,22.0686,1428.9,-455.864,-82.167,1446.12,-510.99,-215.154,1533.6,-44.65,73.377,1436.89,93.1627,21.8185,1513.78,187.474,-65.2338,1591.86,192.849,-126.548,1693.29,214.961,-238.284,1797.77,-487.255,-243.523,1646.53,-438.109,-328.146,1757.06,-72.3877,-137.595,1598,-178.64,-164.245,1593.55,-396.284,33.0393,693.626,-385.377,-123.343,432.915,-291.914,-165.649,439.141,63.718,108.127,673.458,95.8917,-62.5475,437.539,9.92263,-120.445,434.779,64.2851,57.8632,303.055,-15.316,153.092,62.7953,-385.199,-23.3671,267.132,-344.893,102.684,66.3572,-393.184,-0.542649,19.4463,-271.803,164.166,24.2369,81.6674,52.8037,19.1952,-78.6126,189.905,25.1034
935,0,-270.292,-75.0482,1330.24,-65.2314,-40.0389,1350.8,-142.588,-77.1158,1279.93,-197.192,170.908,1246.36,-136.806,-64.2717,1143.54,-363.516,133.696,913.849,-7.10213,200.548,918.354,-333.868,22.7722,1432,-455.74,-81.1797,1449.18,-511.068,-214.336,1537.06,-44.5855,74.0993,1440.05,93.1466,22.4006,1516.97,187.406,-64.4124,1595.22,192.779,-125.628,1696.98,215.037,-237.413,1801.06,-487.556,-242.628,1649.96,-438.179,-327.121,1760.69,-72.4534,-136.45,1601.54,-178.737,-163.435,1597.22,-396.255,33.1406,695.982,-385.258,-121.857,434.274,-291.716,-163.377,440.188,63.3632,108.511,675.366,95.1305,-60.6491,438.64,9.50575,-118.201,435.553,63.7652,58.915,303.54,-15.2907,153.256,62.6951,-385.153,-21.9111,267.798,-344.736,102.984,66.3617,-393.208,-0.529762,19.4449,-271.962,164.215,24.1439,81.7638,52.9148,19.2089,-78.5376,189.979,25.0353
936,0,-270.175,-74.5827,1333.57,-65.2923,-39.2897,1354.04,-142.445,-76.6754,1283.34,-197.462,171.414,1249.01,-136.826,-64.0729,1146.69,-363.533,133.548,916.679,-7.24109,200.27,921.039,-333.978,23.4836,1435.22,-455.691,-80.4225,1452.4,-511.253,-213.405,1540.24,-44.4542,74.8764,1443.27,93.1433,23.2642,1519.99,187.044,-63.6783,1598.58,192.904,-124.689,1700.11,213.91,-237.576,1803.9,-486.633,-240.544,1653.17,-438.976,-326.025,1764.1,-72.694,-135.7,1604.81,-179.03,-162.687,1600.28,-396.313,33.5159,697.974,-384.723,-119.808,435.496,-291.369,-161.457,441.306,62.9799,108.989,677.633,94.1189,-58.8782,439.661,9.04237,-116.185,436.656,63.1891,60.7946,304.388,-15.2506,153.418,62.6364,-384.982,-20.5509,268.687,-344.795,103.153,66.3489,-393.261,-0.494229,19.4358,-272.084,164.337,24.2228,81.7404,52.8901,19.18,-78.4148,190.082,24.9862
937,0,-270.242,-74.005,1336.75,-65.17,-38.8693,1357.18,-142.721,-76.3604,1286.48,-197.225,171.708,1252.01,-136.809,-63.9789,1150.03,-363.547,133.38,919.609,-7.28591,199.973,923.901,-334.013,24.3179,1438.23,-455.753,-79.9094,1455.41,-511.118,-212.662,1543.65,-44.3389,75.4939,1446.4,92.8867,23.9217,1523.13,187.008,-63.0303,1601.63,193.002,-123.676,1703.33,215.634,-235.364,1808.08,-487.236,-239.56,1656.39,-439.177,-324.937,1767.64,-72.8981,-135.08,1608.11,-178.96,-161.886,1603.64,-396.125,33.7181,700.201,-384.377,-117.903,436.596,-290.925,-159.374,442.356,62.7147,109.232,679.969,93.3036,-57.1321,440.995,8.08776,-114.207,437.985,62.8872,62.133,305.209,-15.2444,153.649,62.5521,-384.914,-19.1574,269.415,-345.16,103.274,66.2821,-393.307,-0.465136,19.3563,-272.197,164.376,24.0867,81.8262,52.9227,19.1875,-78.3516,190.212,24.9206
938,0,-270.443,-73.4783,1339.87,-65.2118,-38.3341,1360.46,-142.46,-76.087,1290.03,-197.276,172.102,1254.8,-137.027,-63.813,1153.17,-363.663,132.902,922.386,-7.22264,199.806,926.746,-334.137,24.9275,1441.3,-455.79,-79.0938,1458.66,-511.531,-211.971,1546.79,-44.2698,75.834,1449.22,92.935,24.5316,1526.04,187.108,-62.3556,1604.82,193.042,-123.041,1706.62,213.926,-235.14,1810.62,-487.426,-238.64,1659.83,-439.75,-324.242,1770.88,-72.9882,-134.456,1611.4,-179.239,-160.939,1606.81,-396.08,34.0408,702.343,-384.248,-116.058,437.626,-291.041,-157.306,443.5,62.3829,109.66,681.856,92.333,-55.2474,442.308,7.15112,-112.309,438.925,62.0396,63.4179,305.927,-15.1869,153.868,62.4776,-384.649,-18.0284,270.096,-345.001,103.472,66.3557,-393.424,-0.460938,19.335,-272.33,164.379,24.0654,81.8201,52.9499,19.1589,-78.367,190.283,24.844
939,0,-270.419,-72.82,1343.17,-65.2248,-37.7032,1363.57,-142.921,-75.4936,1293.04,-197.296,172.615,1257.48,-137.121,-63.5314,1156.49,-363.585,132.63,925.12,-7.18053,199.498,929.403,-334.328,25.3549,1444.18,-455.765,-78.4535,1461.66,-511.526,-210.995,1550.03,-44.2824,76.7578,1452.09,93.4012,25.3338,1529.15,187.325,-61.5271,1607.96,192.871,-122.175,1709.84,213.376,-234.612,1813.99,-488.795,-239.109,1663.28,-440.324,-322.924,1774.52,-73.3265,-133.609,1614.58,-179.62,-160.278,1609.93,-395.825,34.2193,704.587,-383.466,-113.973,438.954,-290.354,-155.246,444.561,62.212,110.062,684.067,91.6908,-53.277,443.311,6.72868,-109.999,439.853,61.433,64.9528,306.672,-15.1538,154.071,62.4173,-384.643,-16.6077,270.859,-345.261,103.715,66.4043,-393.424,-0.388927,19.3673,-272.548,164.34,23.9028,81.8275,52.9693,19.2032,-78.2329,190.335,24.7236
940,0,-270.331,-72.2856,1346.27,-65.2115,-37.0659,1366.67,-142.528,-74.9246,1296.3,-197.068,172.932,1260.27,-137.077,-63.3133,1159.65,-363.439,132.583,927.65,-7.13433,199.246,931.961,-334.252,26.1651,1447.27,-455.75,-77.612,1464.71,-511.592,-210.2,1553.21,-44.5072,77.6208,1455.07,93.2833,25.7659,1532.01,187.139,-60.6136,1610.87,192.844,-121.181,1712.93,213.876,-233.334,1817.07,-488.898,-237.944,1666.41,-441.03,-321.994,1777.85,-73.5797,-132.769,1617.79,-179.637,-159.54,1613.01,-395.956,34.45,706.315,-383.102,-112.134,440.052,-290.193,-153.225,445.673,61.752,110.487,686.118,90.8193,-51.5318,444.478,5.89174,-107.994,441.086,61.1114,66.4866,307.295,-15.1284,154.184,62.31,-384.436,-15.3481,271.471,-345.05,104.035,66.4893,-393.399,-0.38586,19.3536,-272.687,164.4,23.821,81.9062,53.021,19.1775,-78.1985,190.401,24.6653
941,0,-270.27,-71.7105,1349.26,-65.2035,-36.4915,1369.73,-142.443,-74.2907,1299.22,-197.064,173.311,1263.04,-136.696,-62.8552,1162.59,-363.338,132.26,930.24,-7.27535,199.089,934.405,-334.355,26.8696,1450.04,-455.84,-77.0051,1467.68,-511.777,-209.29,1556.3,-44.3151,78.2108,1458.08,93.4816,26.5804,1535.04,186.959,-59.8224,1614.01,193.333,-120.073,1716.2,214.24,-232.478,1820.12,-489.322,-236.929,1669.64,-441.138,-321.143,1781.08,-73.5675,-131.883,1620.77,-179.596,-158.461,1616.08,-395.838,34.6333,708.424,-382.642,-110.391,441.148,-289.985,-151.123,446.766,61.2095,110.902,688.082,90.0464,-49.808,445.733,4.74107,-106.279,441.86,60.1764,67.9511,307.864,-15.0689,154.369,62.2487,-384.27,-13.9482,272.161,-345.361,104.228,66.4663,-393.381,-0.330397,19.3935,-272.846,164.619,23.8022,81.8837,53.0292,19.1728,-78.0177,190.505,24.619
942,0,-270.149,-71.0333,1352.27,-65.0916,-36.05,1372.73,-142.149,-73.8495,1302.48,-197.029,173.745,1265.79,-136.368,-62.4422,1165.7,-363.415,131.803,932.939,-7.30786,198.844,937.026,-334.645,27.6724,1452.99,-455.91,-76.3369,1470.69,-511.91,-208.355,1559.3,-44.2163,78.9821,1461.04,93.2128,27.5535,1537.86,186.944,-58.9721,1617.04,193.132,-119.358,1718.93,214.619,-231.421,1823.2,-489.604,-235.929,1672.61,-441.792,-319.869,1784.25,-73.6545,-131.245,1624,-179.849,-157.827,1619.29,-395.578,34.8377,710.396,-382.176,-108.274,442.065,-289.296,-149.053,447.685,60.9738,111.36,690.189,88.96,-48.0361,446.581,4.21472,-103.994,443.107,59.9903,69.329,308.407,-15.066,154.542,62.2188,-383.913,-12.6,272.929,-345.373,104.653,66.5828,-393.457,-0.221839,19.3429,-272.972,164.702,23.81,81.8898,53.0581,19.1618,-77.8831,190.639,24.5391
943,0,-270.293,-70.3311,1355.41,-64.838,-35.2095,1375.72,-142.19,-73.3017,1305.56,-197.049,174.014,1268.51,-136.085,-62.0999,1168.7,-363.426,131.387,935.495,-7.24449,198.713,939.549,-334.468,28.4447,1455.89,-455.999,-75.4604,1473.48,-512.072,-207.719,1562.44,-44.1219,79.6039,1463.71,93.1222,28.3243,1540.65,187.05,-58.2537,1619.9,193.282,-118.503,1721.9,215.076,-230.242,1826.37,-489.868,-234.968,1675.77,-442.33,-318.867,1787.49,-73.7126,-130.632,1626.9,-179.803,-157.013,1622.11,-395.589,35.1978,712.193,-381.462,-106.371,443.481,-289.318,-146.82,448.538,60.7307,111.769,691.981,88.1373,-46.049,447.695,3.76644,-101.747,443.79,59.6,71.0848,309.171,-15.0314,154.794,62.1369,-383.751,-11.4164,273.676,-345.452,104.853,66.5698,-393.506,-0.190196,19.3501,-273.11,164.817,23.8276,81.981,53.099,19.1385,-77.8193,190.835,24.4497
944,0,-270.258,-69.9427,1358.43,-64.8749,-34.6348,1378.65,-142.479,-72.9142,1308.5,-197.02,174.333,1270.99,-136.007,-61.8688,1171.71,-363.435,131.132,938.016,-7.06518,198.28,941.803,-334.613,29.0689,1458.68,-456.057,-74.8018,1476.52,-512.144,-206.755,1565.21,-44.3589,80.4443,1466.52,93.4213,29.1359,1543.57,187.273,-57.3699,1622.76,193.458,-117.719,1724.67,216.522,-228.369,1830.28,-490.309,-234.019,1678.71,-442.907,-317.784,1790.75,-73.6618,-129.528,1630.04,-179.929,-156.308,1625.31,-395.48,35.3267,714.186,-381.289,-104.644,444.353,-288.914,-144.775,449.555,60.4149,112.082,694.028,87.6096,-44.1536,448.813,3.02309,-100.009,445.102,58.8841,72.0713,309.626,-15.0108,155.04,62.07,-383.586,-9.94538,274.347,-345.784,105.116,66.4861,-393.496,-0.139287,19.3162,-273.265,165.031,23.7086,81.9997,53.0982,19.1372,-77.8006,190.929,24.3994
945,0,-270.129,-69.4509,1361.47,-65.0117,-34.1751,1381.66,-142.848,-72.5207,1311.54,-196.965,174.63,1273.38,-135.928,-61.6655,1174.74,-363.332,131.078,940.441,-7.16592,198.192,944.252,-334.764,29.8759,1461.34,-456.145,-74.1792,1479.27,-512.243,-205.815,1568,-44.4131,81.2963,1469.19,93.4898,29.7994,1546.35,187.037,-56.5396,1625.65,193.485,-116.695,1727.82,214.766,-228.445,1832.39,-490.685,-232.897,1681.54,-443.51,-316.734,1793.7,-73.7583,-128.745,1632.9,-179.859,-155.27,1628.27,-395.347,35.4167,716.218,-380.816,-102.636,445.271,-288.247,-142.714,450.527,60.1091,112.761,695.753,86.4665,-42.3816,449.951,2.10869,-97.9993,446.021,58.315,73.6269,310.264,-15.0087,155.252,62.0165,-383.413,-8.64882,274.944,-345.83,105.307,66.4392,-393.586,-0.0875063,19.2887,-273.347,165.15,23.75,82.0431,53.1868,19.1381,-77.6669,191.115,24.3075
946,0,-269.883,-69.006,1364.29,-65.0002,-33.5058,1384.44,-143.238,-72.168,1314.37,-197.018,175.086,1275.92,-136.017,-61.4472,1177.54,-363.118,130.552,942.899,-7.12031,198.082,946.808,-334.937,30.4605,1463.98,-456.3,-73.5302,1481.92,-512.233,-204.843,1570.62,-44.2694,81.8289,1471.9,93.3369,30.4827,1549.08,186.776,-55.6666,1628.33,193.602,-115.717,1730.66,214.926,-227.553,1835.07,-491.143,-232.153,1684.41,-444.283,-315.489,1796.71,-73.683,-127.767,1635.78,-179.908,-154.322,1631.12,-395.11,35.7005,718.141,-380.453,-100.924,446.345,-288.019,-140.563,451.349,59.8293,113.13,697.631,85.9169,-40.4931,450.892,1.66744,-95.7189,446.796,58.0802,75.226,311.062,-14.9655,155.517,61.8996,-383.299,-7.5366,275.585,-345.875,105.427,66.3986,-393.596,-0.0686832,19.3114,-273.463,165.282,23.6259,82.0579,53.1718,19.0995,-77.5368,191.238,24.2342
947,0,-269.89,-68.2844,1367.02,-64.9524,-32.9102,1387.14,-142.777,-71.3993,1317.03,-197.141,175.576,1278.42,-136.241,-61.1705,1180.34,-363.234,130.27,945.395,-7.00484,197.905,949.098,-334.987,31.2765,1466.41,-456.317,-72.7956,1484.53,-512.231,-203.809,1573.31,-44.1857,82.5285,1474.49,93.437,31.4003,1551.81,186.999,-54.944,1631.02,193.543,-114.83,1733.3,214.859,-226.594,1838.02,-491.657,-231.246,1687.24,-444.685,-314.586,1799.55,-73.8564,-126.809,1638.65,-180.015,-153.385,1633.95,-395.003,35.8209,719.896,-379.981,-99.1265,447.556,-287.623,-138.739,452.548,59.5306,113.613,699.282,84.7253,-38.7456,451.848,0.561535,-94.0265,447.736,57.3176,76.5154,311.55,-14.8797,155.856,61.8501,-383.103,-6.24724,276.339,-346.059,105.768,66.2693,-393.577,0.00876133,19.33,-273.574,165.418,23.6512,82.0636,53.2473,19.0839,-77.4644,191.354,24.1265
948,0,-269.733,-67.7458,1369.88,-64.9328,-32.282,1389.84,-142.2,-70.6933,1319.74,-196.948,176.026,1280.87,-136.241,-60.9316,1183.22,-363.289,129.734,947.793,-7.04462,197.754,951.308,-335.052,32.3282,1469.3,-456.347,-71.9661,1486.96,-512.593,-203.052,1575.96,-44.1679,83.3378,1477.18,93.406,32.1181,1554.36,187.163,-54.0654,1633.86,193.616,-114.065,1735.89,215.592,-225.616,1840.87,-492.041,-230.023,1689.83,-445.46,-313.349,1802.45,-73.8175,-125.876,1641.37,-180.085,-152.561,1636.9,-394.895,35.9146,721.856,-379.562,-97.0304,448.458,-287.881,-136.621,453.351,59.2085,114.26,701.313,84.0049,-36.6766,452.82,-0.0731722,-92.0125,448.692,56.5858,78.0385,312.162,-14.8895,156.04,61.7926,-383.042,-4.70473,276.931,-346.169,105.993,66.2835,-393.623,0.0462976,19.3228,-273.644,165.546,23.5299,82.1484,53.2776,19.0599,-77.4329,191.518,24.0683
